deal_id;type;content
*     2905;DIRS;  North      East     South      West
*     2905;BIDS;  passe     passe       1T        1T    
*     2905;RULE;                        17        17    
*     2905;BIDS;  passe     passe     passe   
*     2905;RULE;                              
*     2906;DEAL;JT76-KJ85-Q32-Q6, Q95-AT962-KT6-52, AK32-73-987-T974, 84-Q4-AJ54-AKJ83
*     2906;DIRS;  North      East     South      West
*     2906;BIDS;  passe     passe     passe      1SA    
*     2906;RULE;                                  12    
*     2906;BIDS;  passe      3SA      passe     passe   
*     2906;RULE;             276                        
*     2906;BIDS;  passe   
*     2906;RULE;          
*     2907;DEAL;6532-Q4-A973-T62, KT4-KJT-JT8-KQ98, AQJ8-98732-KQ2-J, 97-A65-654-A7543
*     2907;DIRS;  North      East     South      West
*     2907;BIDS;  passe       1T        1C      passe   
*     2907;RULE;              17        16              
*     2907;BIDS;  passe     passe   
*     2907;RULE;                    
*     2908;DEAL;A7432-A765-85-T2, QJT98-2-KQ-KQJ86, K5-KQJT84-3-9753, 6-93-AJT97642-A4
*     2908;DIRS;  North      East     South      West
*     2908;BIDS;  passe       1P      passe       4K    
*     2908;RULE;              16                  24    
*     2908;BIDS;  passe     passe     passe   
*     2908;RULE;                              
*     2909;DEAL;8-A96-Q864-AKJT3, QT32-QJT32-J2-97, A76-754-AKT75-86, KJ954-K8-93-Q542
*     2909;DIRS;  North      East     South      West
*     2909;BIDS;    1T      passe       1K        1P    
*     2909;RULE;    17                  62       201    
*     2909;BIDS;  passe     passe     passe   
*     2909;RULE;                              
*     2910;DEAL;AQ865-T7-KJ7-T98, T-Q532-T9654-KQ2, KJ-AK986-Q32-A53, 97432-J4-A8-J764
*     2910;DIRS;  North      East     South      West
*     2910;BIDS;  passe     passe       1C      passe   
*     2910;RULE;                        16              
*     2910;BIDS;    1P      passe       2C      passe   
*     2910;RULE;    19                  47              
*     2910;BIDS;  passe     passe   
*     2910;RULE;                    
*     2911;DEAL;A42-AQT965-A-J72, QT5-83-K875-Q643, K873-K2-QJT6-AKT, J96-J74-9432-985
*     2911;DIRS;  North      East     South      West
*     2911;BIDS;    1C      passe       2K      passe   
*     2911;RULE;    16                  48              
*     2911;BIDS;    2C      passe     passe     passe   
*     2911;RULE;   554                                  
*     2912;DEAL;T9854-K84-AKJ-T2, KQ63-JT93-Q875-7, 7-Q762-6432-J863, AJ2-A5-T9-AKQ954
*     2912;DIRS;  North      East     South      West
*     2912;BIDS;  passe     passe     passe       1T    
*     2912;RULE;                                  17    
*     2912;BIDS;  passe     passe     passe   
*     2912;RULE;                              
*     2913;DEAL;4-KT42-J965-9872, J63-9763-KQT82-4, AK82-A85-A-KQJT6, QT975-QJ-743-A53
*     2913;DIRS;  North      East     South      West
*     2913;BIDS;  passe     passe       1T        1P    
*     2913;RULE;                        17        19    
*     2913;BIDS;  passe     passe     passe   
*     2913;RULE;                              
*     2914;DEAL;JT4-KQJ87-92-J84, AK86-43-AK43-A92, 752-AT962-J5-KT7, Q93-5-QT876-Q653
*     2914;DIRS;  North      East     South      West
*     2914;BIDS;  passe       1K      passe     passe   
*     2914;RULE;              17                        
*     2914;BIDS;  passe   
*     2914;RULE;          
*     2915;DEAL;Q9643-KJT93-J7-T, KT7-AQ8-95-A9432, J852-754-AKT3-Q7, A-62-Q8642-KJ865
*     2915;DIRS;  North      East     South      West
*     2915;BIDS;  passe       1T      passe     passe   
*     2915;RULE;              17                        
*     2915;BIDS;  passe   
*     2915;RULE;          
*     2916;DEAL;KJT-T65-QT5-AQ84, A6-J873-A84-KJ96, 98432-KQ-9632-72, Q75-A942-KJ7-T53
*     2916;DIRS;  North      East     South      West
*     2916;BIDS;    1T      passe       1P      passe   
*     2916;RULE;    17                  62              
*     2916;BIDS;   1SA      passe     passe     passe   
*     2916;RULE;   491                                  
*     2917;DEAL;J5-A3-764-AKQJ62, AK764-QJ54-T952, QT92-K982-KQ3-T4, 83-T76-AJ8-98753
*     2917;DIRS;  North      East     South      West
*     2917;BIDS;    1T        1P      passe     passe   
*     2917;RULE;    17       190                        
*     2917;BIDS;  passe   
*     2917;RULE;          
*     2918;DEAL;KQ84-AT97-J4-K43, J753-54-A952-J52, T92-KJ8-QT7-AQT9, A6-Q632-K863-876
*     2918;DIRS;  North      East     South      West
*     2918;BIDS;    1T      passe      2SA      passe   
*     2918;RULE;    17                  72              
*     2918;BIDS;  passe     passe   
*     2918;RULE;                    
*     2919;DEAL;KT75-T96-T-J8543, 83-J8742-AKJ96-6, QJ-AQ3-Q8743-AQ7, A9642-K5-52-KT92
*     2919;DIRS;  North      East     South      West
*     2919;BIDS;  passe     passe      1SA        1P    
*     2919;RULE;                        10        19    
*     2919;BIDS;  passe     passe     passe   
*     2919;RULE;                              
*     2920;DEAL;AJ75-74-A9-KJT53, 96432-A6-JT64-94, KQ-T832-KQ7-Q872, T8-KQJ95-8532-A6
*     2920;DIRS;  North      East     South      West
*     2920;BIDS;    1T      passe       1C      passe   
*     2920;RULE;    17                  61              
*     2920;BIDS;    1P      passe     passe     passe   
*     2920;RULE;   510                                  
*     2921;DEAL;QT94-T2-AJ8-A763, A632-J9-Q543-KJ9, J-KQ75-KT62-Q854, K875-A8643-97-T2
*     2921;DIRS;  North      East     South      West
*     2921;BIDS;  passe     passe     passe     passe   
*     2921;RULE;                                        
*     2922;DEAL;JT-A754-AJ8763-2, AQ63-QJ9862-9-94, 9874-K3-Q2-AKJT3, K52-T-KT54-Q8765
*     2922;DIRS;  North      East     South      West
*     2922;BIDS;  passe     passe       1T      passe   
*     2922;RULE;                        17              
*     2922;BIDS;  passe     passe   
*     2922;RULE;                    
*     2923;DEAL;J763-AJ-T97-T987, 94-T7643-AQ65-J3, AK852-K82-K842-6, QT-Q95-J3-AKQ542
*     2923;DIRS;  North      East     South      West
*     2923;BIDS;  passe     passe       1P        1T    
*     2923;RULE;                        16        17    
*     2923;BIDS;  passe     passe     passe   
*     2923;RULE;                              
*     2924;DEAL;J82-Q852-74-9863, Q64-AJ73-KT98-K2, T93-KT964-J2-J75, AK75-AQ653-AQT4
*     2924;DIRS;  North      East     South      West
*     2924;BIDS;  passe       1K      passe       1K    
*     2924;RULE;              17                  17    
*     2924;BIDS;  passe     passe     passe   
*     2924;RULE;                              
*     2925;DEAL;K54-9764-753-AJ8, AT72-K32-AQJ96-4, J3-QJ8-K84-QT976, Q986-AT5-T2-K532
*     2925;DIRS;  North      East     South      West
*     2925;BIDS;  passe       1K      passe     passe   
*     2925;RULE;              17                        
*     2925;BIDS;  passe   
*     2925;RULE;          
*     2926;DEAL;984-972-KJT6-T95, AKJT76-K643-93-6, 2-J85-A82-AQJ432, Q53-AQT-Q754-K87
*     2926;DIRS;  North      East     South      West
*     2926;BIDS;  passe     passe       1T        1K    
*     2926;RULE;                        17        17    
*     2926;BIDS;  passe     passe     passe   
*     2926;RULE;                              
*     2927;DEAL;K8763-AQ65-92-97, AJ-92-AKJ8763-QT, 94-JT3-Q4-K86532, QT52-K874-T5-AJ4
*     2927;DIRS;  North      East     South      West
*     2927;BIDS;  passe       1K      passe     passe   
*     2927;RULE;              17                        
*     2927;BIDS;  passe   
*     2927;RULE;          
*     2928;DEAL;842-AKQ6-98-K983, AQ763-974-AT73-6, J5-J853-J542-JT4, KT9-T2-KQ6-AQ752
*     2928;DIRS;  North      East     South      West
*     2928;BIDS;    1T        1P      passe     passe   
*     2928;RULE;    17       190                        
*     2928;BIDS;  passe   
*     2928;RULE;          
*     2929;DEAL;T7-QT62-AJ32-K86, J983-AK5-QT9-J54, KQ654-J83-864-A3, A2-974-K75-QT972
*     2929;DIRS;  North      East     South      West
*     2929;BIDS;  passe     passe       1P      passe   
*     2929;RULE;                        19              
*     2929;BIDS;  passe     passe   
*     2929;RULE;                    
*     2930;DEAL;AK-KJ73-KT842-72, J-A986-A95-AT965, QT942-T2-QJ7-Q43, 87653-Q54-63-KJ8
*     2930;DIRS;  North      East     South      West
*     2930;BIDS;    1K      passe       1P      passe   
*     2930;RULE;    17                  62              
*     2930;BIDS;   1SA      passe     passe     passe   
*     2930;RULE;   490                                  
*     2931;DEAL;AJ984-Q7-QT7-Q73, 762-64-AKJ5-AT64, QT5-532-9432-K95, K3-AKJT98-86-J82
*     2931;DIRS;  North      East     South      West
*     2931;BIDS;  passe       1K      passe       1C    
*     2931;RULE;              17                  16    
*     2931;BIDS;  passe     passe     passe   
*     2931;RULE;                              
*     2932;DEAL;43-7-AJ976543-85, AKT62-J9864-2-Q3, 987-AKQT53-T-A74, QJ5-2-KQ8-KJT962
*     2932;DIRS;  North      East     South      West
*     2932;BIDS;    4K      passe     passe     passe   
*     2932;RULE;    24                                  
*     2933;DEAL;AQJ9654-K2-A-J92, KT-AT64-JT765-T5, 72-QJ98-Q84-K763, 83-753-K932-AQ84
*     2933;DIRS;  North      East     South      West
*     2933;BIDS;    1P      passe      1SA      passe   
*     2933;RULE;    16                  50              
*     2933;BIDS;    3P      passe     passe     passe   
*     2933;RULE;   565                                  
*     2934;DEAL;AK874-KQ-532-QT2, J62-3-AQJ976-AK6, QT5-AJT4-KT4-J75, 93-987652-8-9843
*     2934;DIRS;  North      East     South      West
*     2934;BIDS;    1P        2K       2SA      passe   
*     2934;RULE;    16       191       123              
*     2934;BIDS;  passe     passe   
*     2934;RULE;                    
*     2935;DEAL;Q93-874-K63-Q954, J872-K5-Q952-872, AK6-Q92-A74-KJT3, T54-AJT63-JT8-A6
*     2935;DIRS;  North      East     South      West
*     2935;BIDS;  passe     passe      1SA        1C    
*     2935;RULE;                        10        19    
*     2935;BIDS;  passe     passe     passe   
*     2935;RULE;                              
*     2936;DEAL;A3-KQJ93-K953-T4, K942-T8-JT4-A762, QT765-5-A87-QJ85, J8-A7642-Q62-K93
*     2936;DIRS;  North      East     South      West
*     2936;BIDS;    1C      passe       1P      passe   
*     2936;RULE;    16                  49              
*     2936;BIDS;   1SA      passe     passe     passe   
*     2936;RULE;   492                                  
*     2937;DEAL;3-AK72-8654-QJ94, 964-9863-AT-8762, AT875-QJT5-J2-KT, KQJ2-4-KQ973-A53
*     2937;DIRS;  North      East     South      West
*     2937;BIDS;  passe     passe       1P        1K    
*     2937;RULE;                        19        17    
*     2937;BIDS;  passe     passe     passe   
*     2937;RULE;                              
*     2938;DEAL;T84-A98532-94-97, Q2-Q4-Q763-AQT63, AKJ96-J6-AT8-K54, 753-KT7-KJ52-J82
*     2938;DIRS;  North      East     South      West
*     2938;BIDS;  passe       1T        1P      passe   
*     2938;RULE;              17        16              
*     2938;BIDS;  passe     passe   
*     2938;RULE;                    
*     2939;DEAL;QT962-QT96-63-72, AK-A873-AK98-T54, J8743-J4-JT5-AQ8, 5-K52-Q742-KJ963
*     2939;DIRS;  North      East     South      West
*     2939;BIDS;  passe       1K      passe     passe   
*     2939;RULE;              17                        
*     2939;BIDS;  passe   
*     2939;RULE;          
*     2940;DEAL;K965-K85-J3-QT32, AT843-94-A7-KJ54, QJ7-T-KQT942-987, 2-AQJ7632-865-A6
*     2940;DIRS;  North      East     South      West
*     2940;BIDS;  passe       1P      passe     passe   
*     2940;RULE;              16                        
*     2940;BIDS;  passe   
*     2940;RULE;          
*     2941;DEAL;T432-Q6-KJ-K9754, AQJ9876-942-65-8, 5-AT5-QT8742-A32, K-KJ873-A93-QJT6
*     2941;DIRS;  North      East     South      West
*     2941;BIDS;  passe       3P      passe       1C    
*     2941;RULE;              23                  16    
*     2941;BIDS;  passe     passe     passe   
*     2941;RULE;                              
*     2942;DEAL;7543-KT9-976-932, JT6-732-532-AJT7, Q82-QJ-KT84-Q865, AK9-A8654-AQJ-K4
*     2942;DIRS;  North      East     South      West
*     2942;BIDS;  passe     passe     passe       2T    
*     2942;RULE;                                  6     
*     2942;BIDS;  passe     passe     passe   
*     2942;RULE;                              
*     2943;DEAL;JT9874-T93-T974, AQ62-AQJ6-QT32-K, K5-K2-AJ854-AQ32, 3-8754-K976-J865
*     2943;DIRS;  North      East     South      West
*     2943;BIDS;  passe       1K        1K      passe   
*     2943;RULE;              17        17              
*     2943;BIDS;  passe     passe   
*     2943;RULE;                    
*     2944;DEAL;93-J9-AKQJT7-KT9, AKQT5-AQ7642-94, J82-8-53-AQ86543, 764-KT53-862-J72
*     2944;DIRS;  North      East     South      West
*     2944;BIDS;    1K        1C        3T      passe   
*     2944;RULE;    17       190       144              
*     2944;BIDS;  passe     passe   
*     2944;RULE;                    
*     2945;DEAL;J8732-973-QT954, 5-AQ62-KQJT5-763, AKT96-KT5-84-KJ2, Q4-J84-A97632-A8
*     2945;DIRS;  North      East     South      West
*     2945;BIDS;  passe       1K        1P      passe   
*     2945;RULE;              17        16              
*     2945;BIDS;  passe     passe   
*     2945;RULE;                    
*     2946;DEAL;85-KT983-9-AJ865, AKQJ-76542-QJ4-9, 64-AQJ-A7653-K72, T9732-KT82-QT43
*     2946;DIRS;  North      East     South      West
*     2946;BIDS;  passe       1C        1K      passe   
*     2946;RULE;              16        17              
*     2946;BIDS;  passe     passe   
*     2946;RULE;                    
*     2947;DEAL;AJ73-A85-987-AT2, T9842-QT-KJ-KJ75, 6-97632-AQT642-3, KQ5-KJ4-53-Q9864
*     2947;DIRS;  North      East     South      West
*     2947;BIDS;    1T        1P      passe     passe   
*     2947;RULE;    17       190                        
*     2947;BIDS;  passe   
*     2947;RULE;          
*     2948;DEAL;872-JT972-KQ9-65, AKJ9-854-J64-Q83, 53-AK6-AT75-T974, QT64-Q3-832-AKJ2
*     2948;DIRS;  North      East     South      West
*     2948;BIDS;  passe     passe     passe       1T    
*     2948;RULE;                                  17    
*     2948;BIDS;  passe     passe     passe   
*     2948;RULE;                              
*     2949;DEAL;AJ3-AT984-982-94, T-QJ3-AKJ65-AQJT, K6-K62-Q43-K8752, Q987542-75-T7-63
*     2949;DIRS;  North      East     South      West
*     2949;BIDS;  passe       1K      passe     passe   
*     2949;RULE;              17                        
*     2949;BIDS;  passe   
*     2949;RULE;          
*     2950;DEAL;K8-AQT85-AT-AJT3, AQ64-976-Q9-9876, 975-32-J86542-Q5, JT32-KJ4-K73-K42
*     2950;DIRS;  North      East     South      West
*     2950;BIDS;    1C      passe     passe     passe   
*     2950;RULE;    16                                  
*     2951;DEAL;AJ764-983-2-7652, 3-T652-AKT765-A8, KQT52-K-843-QT93, 98-AQJ74-QJ9-KJ4
*     2951;DIRS;  North      East     South      West
*     2951;BIDS;  passe     passe       1P        1C    
*     2951;RULE;                        19        16    
*     2951;BIDS;  passe     passe     passe   
*     2951;RULE;                              
*     2952;DEAL;A7-983-AK6-QT982, JT954-AKJ6-53-K3, 6-QT72-QT984-A65, KQ832-54-J72-J74
*     2952;DIRS;  North      East     South      West
*     2952;BIDS;    1T        1P      passe     passe   
*     2952;RULE;    17       190                        
*     2952;BIDS;  passe   
*     2952;RULE;          
*     2953;DEAL;KQJ3-95-AJT4-J62, A752-QT-8-AQT843, 864-J632-KQ95-K9, T9-AK874-7632-75
*     2953;DIRS;  North      East     South      West
*     2953;BIDS;    1K        2T        3K      passe   
*     2953;RULE;    17       191       161              
*     2953;BIDS;  passe     passe   
*     2953;RULE;                    
*     2954;DEAL;85-K82-KJ87-K543, 72-QJ9-953-Q9762, AQT6-T743-AT42-A, KJ943-A65-Q6-JT8
*     2954;DIRS;  North      East     South      West
*     2954;BIDS;  passe     passe       1K        1P    
*     2954;RULE;                        17        19    
*     2954;BIDS;  passe     passe     passe   
*     2954;RULE;                              
*     2955;DEAL;AJ9842-K832-J85, Q97-9763-KT9854, K75-J54-AKQ2-QJ6, QT63-AT6-T4-A732
*     2955;DIRS;  North      East     South      West
*     2955;BIDS;  passe     passe      1SA      passe   
*     2955;RULE;                        10              
*     2955;BIDS;    4K      passe     passe     passe   
*     2955;RULE;   269                                  
*     2956;DEAL;T2-8752-T85-J743, AQ9-KT96-AK64-K2, K854-AJ-QJ7-Q986, J763-Q43-932-AT5
*     2956;DIRS;  North      East     South      West
*     2956;BIDS;  passe       1K        1T      passe   
*     2956;RULE;              17        17              
*     2956;BIDS;  passe     passe   
*     2956;RULE;                    
*     2957;DEAL;852-J4-QJT72-T54, T63-K5-843-AK963, AQJ4-83-AK5-QJ87, K97-AQT9762-96-2
*     2957;DIRS;  North      East     South      West
*     2957;BIDS;  passe     passe      1SA        1C    
*     2957;RULE;                        10        19    
*     2957;BIDS;  passe     passe     passe   
*     2957;RULE;                              
*     2958;DEAL;75-AQJ92-KT9-T64, Q9632-T85-Q854-9, J84-63-J62-AKJ87, AKT-K74-A73-Q532
*     2958;DIRS;  North      East     South      West
*     2958;BIDS;  passe     passe     passe      1SA    
*     2958;RULE;                                  10    
*     2958;BIDS;  passe       2C      passe     passe   
*     2958;RULE;             288                        
*     2958;BIDS;  passe   
*     2958;RULE;          
*     2959;DEAL;K765-QJ3-J94-743, J93-KT-AK62-AJ85, AQT84-854-875-QT, 2-A9762-QT3-K962
*     2959;DIRS;  North      East     South      West
*     2959;BIDS;  passe      1SA      passe       2K    
*     2959;RULE;              10                 287    
*     2959;BIDS;  passe       2C      passe      2SA    
*     2959;RULE;             349                 380    
*     2959;BIDS;  passe      4SA      passe     passe   
*     2959;RULE;             277                        
*     2959;BIDS;  passe   
*     2959;RULE;          
*     2960;DEAL;QJ82-KQ6-AQ653-K, K-AJ3-742-AJT763, 954-T9754-J8-984, AT763-82-KT9-Q52
*     2960;DIRS;  North      East     South      West
*     2960;BIDS;    1K        2T      passe     passe   
*     2960;RULE;    17       191                        
*     2960;BIDS;  passe   
*     2960;RULE;          
*     2961;DEAL;J87-AJT-QT52-A74, AKQT53-K973-9-T9, 42-Q65-KJ63-J832, 96-842-A874-KQ65
*     2961;DIRS;  North      East     South      West
*     2961;BIDS;    1K        1P        2K      passe   
*     2961;RULE;    17       190       150              
*     2961;BIDS;  passe     passe   
*     2961;RULE;                    
*     2962;DEAL;AQ63-T65-942-A54, 84-KQ43-A875-QT2, T972-AJ82-KJT-KJ, KJ5-97-Q63-98763
*     2962;DIRS;  North      East     South      West
*     2962;BIDS;  passe     passe       1K      passe   
*     2962;RULE;                        17              
*     2962;BIDS;  passe     passe   
*     2962;RULE;                    
*     2963;DEAL;J87-T5-J982-8532, A96-J73-765-KJ74, Q32-KQ9864-AK3-9, KT54-A2-QT4-AQT6
*     2963;DIRS;  North      East     South      West
*     2963;BIDS;  passe     passe       1C       1SA    
*     2963;RULE;                        16        10    
*     2963;BIDS;  passe      2SA      passe      3SA    
*     2963;RULE;             275                 276    
*     2963;BIDS;  passe     passe     passe   
*     2963;RULE;                              
*     2964;DEAL;QJ9-AT8-AKQ98-Q2, T86542-6-T53-953, AK3-Q9-7642-J764, 7-KJ75432-J-AKT8
*     2964;DIRS;  North      East     South      West
*     2964;BIDS;    1K      passe      1SA       2SA    
*     2964;RULE;    17                  71       254    
*     2964;BIDS;  passe     passe     passe   
*     2964;RULE;                              
*     2965;DEAL;7-4-AJ9754-KQJ53, AQ953-A53-QT-T86, KT862-K9-862-A94, J4-QJT8762-K3-72
*     2965;DIRS;  North      East     South      West
*     2965;BIDS;  passe       1P      passe     passe   
*     2965;RULE;              16                        
*     2965;BIDS;  passe   
*     2965;RULE;          
*     2966;DEAL;A-J842-KT985-A75, QJT9-A9-J6-KT932, 7543-KQ53-AQ72-6, K862-T76-43-QJ84
*     2966;DIRS;  North      East     South      West
*     2966;BIDS;    1K      passe       1C      passe   
*     2966;RULE;    17                  60              
*     2966;BIDS;    2C      passe       3K      passe   
*     2966;RULE;   435                 760              
*     2966;BIDS;    3C      passe     passe     passe   
*     2966;RULE;                                        
*     2967;DEAL;86432-J95-984-62, KQ95-763-K62-AKQ, AJ7-A2-AQJT-T753, T-KQT84-753-J984
*     2967;DIRS;  North      East     South      West
*     2967;BIDS;  passe      1SA       1SA      passe   
*     2967;RULE;              10        10              
*     2967;BIDS;    2C      passe     passe     passe   
*     2967;RULE;   288                                  
*     2968;DEAL;KQJ53-K-KQJ7-QJT, 64-AQT92-A952-65, A98-J5-4-AK98742, T72-87643-T863-3
*     2968;DIRS;  North      East     South      West
*     2968;BIDS;    1P      passe       2T      passe   
*     2968;RULE;    16                  40              
*     2968;BIDS;  passe     passe   
*     2968;RULE;                    
*     2969;DEAL;QT8762-83-T3-K43, J4-K9762-Q62-JT9, AK3-J4-AK954-752, 95-AQT5-J87-AQ86
*     2969;DIRS;  North      East     South      West
*     2969;BIDS;  passe     passe       1K        1T    
*     2969;RULE;                        17        17    
*     2969;BIDS;  passe     passe     passe   
*     2969;RULE;                              
*     2970;DEAL;KQ84-KJ-AQ3-J965, AT63-Q4-952-AQT4, J5-T65-KT764-K82, 972-A98732-J8-73
*     2970;DIRS;  North      East     South      West
*     2970;BIDS;   1SA      passe     passe     passe   
*     2970;RULE;    10                                  
*     2971;DEAL;Q82-Q9-986432-42, A53-843-T7-JT865, J9-AKJT2-AKQ5-K9, KT764-765-J-AQ73
*     2971;DIRS;  North      East     South      West
*     2971;BIDS;  passe     passe       2T        1P    
*     2971;RULE;                        6         19    
*     2971;BIDS;  passe     passe     passe   
*     2971;RULE;                              
*     2972;DEAL;4-QJ8652-KJ4-T92, AJ9753-3-Q8-K843, KQ86-KT74-6-AJ76, T2-A9-AT97532-Q5
*     2972;DIRS;  North      East     South      West
*     2972;BIDS;  passe     passe       1T        3K    
*     2972;RULE;                        17        23    
*     2972;BIDS;  passe     passe     passe   
*     2972;RULE;                              
*     2973;DEAL;J74-K76-T94-8763, T932-QT-Q87-AJ92, K85-A9-AK52-KQ54, AQ6-J85432-J63-T
*     2973;DIRS;  North      East     South      West
*     2973;BIDS;  passe     passe       1K        1C    
*     2973;RULE;                        17        19    
*     2973;BIDS;  passe     passe     passe   
*     2973;RULE;                              
*     2974;DEAL;8754-KJ-AJ85-AQ7, T63-982-K64-K963, KQ92-643-Q9732-5, AJ-AQT75-T-JT842
*     2974;DIRS;  North      East     South      West
*     2974;BIDS;   1SA      passe     passe     passe   
*     2974;RULE;    10                                  
*     2975;DEAL;KQT853-6-AT6-J63, 9642-T83-QJ93-AQ, A7-974-K8752-KT7, J-AKQJ52-4-98542
*     2975;DIRS;  North      East     South      West
*     2975;BIDS;    2P      passe     passe     passe   
*     2975;RULE;    22                                  
*     2976;DEAL;9-AQ9642-T4-A842, QJ7-3-AKJ752-QJ6, 8643-T85-Q63-975, AKT52-KJ7-98-KT3
*     2976;DIRS;  North      East     South      West
*     2976;BIDS;  passe       1K      passe       1P    
*     2976;RULE;              17                  16    
*     2976;BIDS;  passe     passe     passe   
*     2976;RULE;                              
*     2977;DEAL;K9832-KQJ-Q3-954, Q74-86-J86-AQJ73, AT-T2-AKT97542-K, J65-A97543-T862
*     2977;DIRS;  North      East     South      West
*     2977;BIDS;  passe     passe       1K      passe   
*     2977;RULE;                        17              
*     2977;BIDS;    1P      passe       2K      passe   
*     2977;RULE;    19                  48              
*     2977;BIDS;  passe     passe   
*     2977;RULE;                    
*     2978;DEAL;AK8-T3-942-QJ963, 65-QJ72-Q5-K7542, QJT743-A864-J3-8, 92-K95-AKT876-AT
*     2978;DIRS;  North      East     South      West
*     2978;BIDS;  passe     passe       1P        1K    
*     2978;RULE;                        19        17    
*     2978;BIDS;  passe     passe     passe   
*     2978;RULE;                              
*     2979;DEAL;AK7653-9-AKT-T83, QJT-K753-J8-J975, 98-AQT84-Q7-AQ42, 42-J62-965432-K6
*     2979;DIRS;  North      East     South      West
*     2979;BIDS;    1P      passe       2C      passe   
*     2979;RULE;    16                  47              
*     2979;BIDS;    3C      passe     passe     passe   
*     2979;RULE;   396                                  
*     2980;DEAL;QT873-A-AJ52-976, J54-QJT973-QT4-2, A62-85-K986-AQT5, K9-K642-73-KJ843
*     2980;DIRS;  North      East     South      West
*     2980;BIDS;  passe     passe       1K      passe   
*     2980;RULE;                        17              
*     2980;BIDS;    1P      passe       2T      passe   
*     2980;RULE;    19                  40              
*     2980;BIDS;  passe     passe   
*     2980;RULE;                    
*     2981;DEAL;KJT7-KJT862-AQ8, AJ9862-9864-J75, QT-AQ3-AQ74-KT43, K7543-52-953-962
*     2981;DIRS;  North      East     South      West
*     2981;BIDS;    1K        1P        2P      passe   
*     2981;RULE;    17       190       155              
*     2981;BIDS;  passe     passe   
*     2981;RULE;                    
*     2982;DEAL;K8-764-AK65-K742, AQT53-J85-Q7-AJ6, J92-AT9-83-T9853, 764-KQ32-JT942-Q
*     2982;DIRS;  North      East     South      West
*     2982;BIDS;    1K        1P      passe     passe   
*     2982;RULE;    17       190                        
*     2982;BIDS;  passe   
*     2982;RULE;          
*     2983;DEAL;KT6542-Q52-KJ94, 8-T9875-T94-Q653, Q97-AKQ42-873-72, AJ3-J63-AKJ6-AT8
*     2983;DIRS;  North      East     South      West
*     2983;BIDS;  passe     passe       1C        1K    
*     2983;RULE;                        19        17    
*     2983;BIDS;    1P      passe      2SA      passe   
*     2983;RULE;    19                  37              
*     2983;BIDS;  passe     passe   
*     2983;RULE;                    
*     2984;DEAL;6-432-AKT5-QJT64, AQ-KJ9-Q7643-983, KJ8752-QT65-J9-5, T943-A87-82-AK72
*     2984;DIRS;  North      East     South      West
*     2984;BIDS;  passe       1K      passe     passe   
*     2984;RULE;              17                        
*     2984;BIDS;  passe   
*     2984;RULE;          
*     2985;DEAL;AQJ73-9853-J72-9, 4-AT742-AT8-JT62, T86-KQ6-543-AK87, K952-J-KQ96-Q543
*     2985;DIRS;  North      East     South      West
*     2985;BIDS;  passe     passe       1T      passe   
*     2985;RULE;                        17              
*     2985;BIDS;    1P      passe      2SA      passe   
*     2985;RULE;    19                  37              
*     2985;BIDS;  passe     passe   
*     2985;RULE;                    
*     2986;DEAL;QT5-A9832-AJT3-6, AK86-64-8754-KJ8, 4-KJT5-KQ962-T74, J9732-Q7-AQ9532
*     2986;DIRS;  North      East     South      West
*     2986;BIDS;  passe     passe     passe     passe   
*     2986;RULE;                                        
*     2987;DEAL;AJT2-T3-QT86-QJT, 954-AQ5-K754-K76, Q763-K8642-3-A95, K8-J97-AJ92-8432
*     2987;DIRS;  North      East     South      West
*     2987;BIDS;  passe       1K      passe     passe   
*     2987;RULE;              17                        
*     2987;BIDS;  passe   
*     2987;RULE;          
*     2988;DEAL;J6-T975-A5-A9764, Q83-QJ8-T862-T32, T95-AK42-97-KQJ5, AK742-63-KQJ43-8
*     2988;DIRS;  North      East     South      West
*     2988;BIDS;  passe     passe       1T        1P    
*     2988;RULE;                        17        16    
*     2988;BIDS;  passe     passe     passe   
*     2988;RULE;                              
*     2989;DEAL;T2-JT83-AKJ7-Q93, KQ9653-Q74-QT9-8, AJ84-K95-8432-J4, 7-A62-65-AKT7652
*     2989;DIRS;  North      East     South      West
*     2989;BIDS;  passe       2P      passe     passe   
*     2989;RULE;              22                        
*     2989;BIDS;  passe   
*     2989;RULE;          
*     2990;DEAL;KJ52-A5-KT-AT432, Q86-Q983-J764-Q8, T9-KJ42-A952-J95, A743-T76-Q83-K76
*     2990;DIRS;  North      East     South      West
*     2990;BIDS;    1T      passe       1C      passe   
*     2990;RULE;    17                  61              
*     2990;BIDS;    1P      passe     passe     passe   
*     2990;RULE;   510                                  
*     2991;DEAL;QJ4-A94-KT98-843, AK62-KQ7-543-JT5, T98-T3-A62-KQ972, 753-J8652-QJ7-A6
*     2991;DIRS;  North      East     South      West
*     2991;BIDS;  passe       1T      passe     passe   
*     2991;RULE;              17                        
*     2991;BIDS;  passe   
*     2991;RULE;          
*     2992;DEAL;KQ53-K-KJ842-976, 8642-AJ87542-Q-Q, AJ7-T963-AT76-A3, T9-Q-953-KJT8542
*     2992;DIRS;  North      East     South      West
*     2992;BIDS;    1K        1C      passe     passe   
*     2992;RULE;    17       190                        
*     2992;BIDS;  passe   
*     2992;RULE;          
